,SERVICE REQUEST TYPE,SERVICE REQUEST NUMBER,DATE SERVICE REQUEST WAS RECEIVED,"LOCATION OF BUILDING ON THE LOT (IF GARAGE, CHANGE TYPE CODE TO BGD).",IS THE BUILDING DANGEROUS OR HAZARDOUS?,IS BUILDING OPEN OR BOARDED?,"IF THE BUILDING IS OPEN, WHERE IS THE ENTRY POINT?",IS THE BUILDING CURRENTLY VACANT OR OCCUPIED?,IS THE BUILDING VACANT DUE TO FIRE?,"ANY PEOPLE USING PROPERTY? (HOMELESS, CHILDEN, GANGS)",ADDRESS STREET NUMBER,ADDRESS STREET DIRECTION,ADDRESS STREET NAME,ADDRESS STREET SUFFIX,ZIP CODE,X COORDINATE,Y COORDINATE,Ward,Police District,Community Area,LATITUDE,LONGITUDE,Location
58065,Vacant/Abandoned Building,17-01310670,2017-03-09,Front,,Open,,Vacant,False,False,8257.0,S,BUFFALO,AVE,60617.0,1199580.17877577,1850708.21066613,7.0,4.0,46.0,41.745142372381565,-87.54427644283834,"(41.74514237238156, -87.54427644283834)"
58066,Vacant/Abandoned Building,17-01383906,2017-03-13,Front,,Open,,Vacant,False,True,10139.0,S,EMERALD,AVE,60628.0,1173097.31318782,1837623.51199906,34.0,22.0,73.0,41.70986157047104,-87.64169831221552,"(41.70986157047104, -87.64169831221551)"
58067,Vacant/Abandoned Building,17-01176353,2017-03-02,Front,,Open,FRONT AND REAR,Vacant,False,True,264.0,W,105TH,PL,60628.0,1176351.15389518,1834977.06832323,34.0,5.0,49.0,41.70252701655775,-87.62986146453339,"(41.70252701655775, -87.62986146453339)"
58068,Vacant/Abandoned Building,17-01179247,2017-03-02,Front,,Open,FRONT,Vacant,False,False,11819.0,S,PERRY,AVE,60628.0,1177703.89497097,1826585.33643429,34.0,5.0,53.0,41.67946844710296,-87.62516072960176,"(41.679468447102956, -87.62516072960176)"
58069,Vacant/Abandoned Building,17-01234855,2017-03-05,Front,,Open,FRONT,Vacant,False,False,149.0,W,109TH,ST,60628.0,1177210.27200467,1832672.98822786,34.0,5.0,49.0,41.696184989922365,-87.6267848288006,"(41.69618498992237, -87.6267848288006)"
58070,Vacant/Abandoned Building,17-01234958,2017-03-05,Front,,Open,REAR,Vacant,False,False,119.0,W,109TH,ST,60628.0,1177408.17200467,1832677.88822786,34.0,5.0,49.0,41.696193979087575,-87.6260600986768,"(41.696193979087575, -87.6260600986768)"
58071,Vacant/Abandoned Building,17-00776836,2017-02-12,Front,,Open,,Vacant,True,False,8533.0,S,SAGINAW,AVE,60617.0,1195310.57656607,1848905.76637928,7.0,4.0,46.0,41.74030269058829,-87.5599799586523,"(41.74030269058829, -87.5599799586523)"
58072,Vacant/Abandoned Building,17-00806245,2017-02-13,Front,,Open,FRONT,Vacant,False,True,8740.0,S,ESCANABA,AVE,60617.0,1196904.68986983,1847574.57441225,10.0,4.0,46.0,41.736610334740575,-87.55418359559168,"(41.736610334740575, -87.55418359559168)"
58073,Vacant/Abandoned Building,17-00820001,2017-02-14,Front,,Open,,Vacant,False,True,8744.0,S,EXCHANGE,AVE,60617.0,1197284.03998056,1847557.11998962,10.0,4.0,46.0,41.736553005790356,-87.55279439130466,"(41.73655300579036, -87.55279439130466)"
58074,Vacant/Abandoned Building,17-00838128,2017-02-15,,,,,,,,1128.0,W,111TH,PL,60643.0,1170792.24621268,1830860.45997425,34.0,22.0,75.0,41.691353194689924,-87.6503362301187,"(41.69135319468992, -87.65033623011868)"
58075,Vacant/Abandoned Building,17-00908660,2017-02-18,Rear,,Open,A MAN COMES AND PUTS HIS DOG IN THE GARAGE,Vacant,False,False,8238.0,S,HOUSTON,AVE,60617.0,1197919.94739557,1850930.29450458,7.0,4.0,46.0,41.745793402346884,-87.5503522482782,"(41.745793402346884, -87.5503522482782)"
58076,Vacant/Abandoned Building,17-00502150,2017-01-27,Front,,Open,FRONT DOOR KICKED IN,Vacant,False,False,326.0,W,105TH,PL,60628.0,1175954.65389518,1834967.36832323,34.0,5.0,49.0,41.702509276891,-87.63131362671277,"(41.702509276891, -87.63131362671277)"
58094,Vacant/Abandoned Building,17-02083790,2017-04-10,Front,,Open,FRONT DOOR,Vacant,False,True,3315.0,W,GRAND,AVE,60651.0,1154031.80991731,1906591.89298786,27.0,11.0,23.0,41.899519448197935,-87.70968699725289,"(41.899519448197935, -87.70968699725287)"
58095,Vacant/Abandoned Building,17-01835804,2017-03-31,Front,,Open,FRONT DOOR,Vacant,False,True,8401.0,S,MARQUETTE,AVE,60617.0,1195623.87396737,1849790.77940548,7.0,4.0,46.0,41.74272350637752,-87.55880291292677,"(41.742723506377516, -87.55880291292677)"
58096,Vacant/Abandoned Building,17-01714615,2017-03-27,Rear,,Open,REAR,Vacant,True,False,7036.0,S,HARPER,AVE,60637.0,1187599.17388799,1858652.94799528,5.0,3.0,43.0,41.76723656086363,-87.587923778235,"(41.76723656086363, -87.587923778235)"
58097,Vacant/Abandoned Building,17-01738833,2017-03-28,,,,,,,,10539.0,S,LAFAYETTE,AVE,60628.0,1177790.95987601,1835069.33251913,34.0,5.0,49.0,41.70274780772913,-87.6245865208861,"(41.702747807729125, -87.6245865208861)"
58098,Vacant/Abandoned Building,17-01765021,2017-03-29,Rear,,Open,,Vacant,False,True,7955.0,S,COLES,AVE,60617.0,1198205.39546725,1852731.81991775,7.0,4.0,46.0,41.750729784687074,-87.54924618133194,"(41.750729784687074, -87.54924618133194)"
58099,Vacant/Abandoned Building,17-01769169,2017-03-29,Front,,Open,,Vacant,False,False,7957.0,S,ESCANABA,AVE,60617.0,1196887.30942378,1852763.23738693,7.0,4.0,46.0,41.75084885684986,-87.55407512634704,"(41.75084885684986, -87.55407512634704)"
58100,Vacant/Abandoned Building,17-01774505,2017-03-29,Rear,,Open,REAR,Vacant,True,True,16.0,W,105TH,ST,60628.0,1178107.93673194,1835353.13990304,34.0,5.0,49.0,41.70351945047481,-87.62341727094929,"(41.703519450474815, -87.62341727094928)"
58101,Vacant/Abandoned Building,17-01549686,2017-03-21,,,,,,,,10549.0,S,LAFAYETTE,AVE,60628.0,1177793.05987601,1834998.73251913,34.0,5.0,49.0,41.70255402398438,-87.62458095880447,"(41.70255402398438, -87.62458095880447)"
58102,Vacant/Abandoned Building,17-01579522,2017-03-22,Front,,Open,"FRONT/REAR DOORS, WINDOWS",Vacant,False,False,8106.0,S,EXCHANGE,AVE,60617.0,1197237.14243131,1851763.59709561,7.0,4.0,46.0,41.74809706893643,-87.5528264268191,"(41.74809706893643, -87.5528264268191)"
58103,Vacant/Abandoned Building,17-01331289,2017-03-10,Rear,,Boarded,BOARDED,Vacant,False,False,833.0,N,ST LOUIS,AVE,60651.0,1152895.6607755,1905334.27558024,27.0,11.0,23.0,41.89609101239742,-87.71389344079017,"(41.89609101239742, -87.71389344079017)"
58104,Vacant/Abandoned Building,17-01377670,2017-03-13,Front,,Open,FRONT,Vacant,False,False,7935.0,S,COLES,AVE,60617.0,1198202.99546725,1852829.11991775,7.0,4.0,46.0,41.75099684274392,-87.54925172660792,"(41.75099684274392, -87.54925172660792)"
58105,Vacant/Abandoned Building,17-01404332,2017-03-14,Front,,Open,"FRONT/REAR/SIDE DOORS, WINDOWS",Vacant,False,False,439.0,W,110TH,PL,60628.0,1175122.025311,1831627.71102006,34.0,22.0,49.0,41.6933633458849,-87.6344617107072,"(41.6933633458849, -87.63446171070721)"
58106,Vacant/Abandoned Building,17-01410384,2017-03-15,,,,,,,,1250.0,W,112TH,ST,60643.0,1170326.50070689,1830516.23529872,34.0,22.0,75.0,41.69041870755678,-87.65205134002234,"(41.69041870755678, -87.65205134002234)"
58107,Vacant/Abandoned Building,17-01272984,2017-03-07,Front,,Boarded,,Vacant,False,False,229.0,W,110TH,PL,60628.0,1176715.10110702,1831664.90760157,34.0,5.0,49.0,41.69342980118241,-87.6286280251961,"(41.69342980118241, -87.6286280251961)"
58108,Vacant/Abandoned Building,17-01329334,2017-03-10,Front,,Open,"FRONT/REAR DOORS, WINDOWS",Vacant,False,True,11115.0,S,EGGLESTON,AVE,60628.0,1175270.29016909,1831198.46557575,34.0,22.0,49.0,41.69218212930216,-87.63393164320559,"(41.692182129302154, -87.6339316432056)"
58109,Vacant/Abandoned Building,17-01329443,2017-03-10,Front,,Open,"FRONT/REAR DOORS, WINDOWS",Vacant,True,False,11127.0,S,EGGLESTON,AVE,60628.0,1175273.09016909,1831118.16557575,34.0,22.0,49.0,41.69196171158293,-87.63392377910019,"(41.69196171158293, -87.63392377910019)"
58110,Vacant/Abandoned Building,17-00908690,2017-02-18,Front,,Open,FRONT DOOR,Vacant,False,True,8233.0,S,HOUSTON,AVE,60617.0,1197918.94739557,1850963.69450458,7.0,4.0,46.0,41.74588507936888,-87.5503547987848,"(41.745885079368875, -87.5503547987848)"
58111,Vacant/Abandoned Building,17-01009089,2017-02-22,Front,,Open,,Vacant,False,True,444.0,W,111TH,ST,60628.0,1175200.59016909,1831297.36557575,34.0,22.0,49.0,41.69245507856592,-87.63418388556337,"(41.69245507856592, -87.63418388556337)"
58112,Vacant/Abandoned Building,17-01051782,2017-02-24,Front,,Boarded,,Vacant,False,False,1146.0,W,112TH,ST,60643.0,1170682.3857043001,1830525.12538708,34.0,22.0,75.0,41.69043537214229,-87.65074816914152,"(41.69043537214229, -87.65074816914151)"
58113,Vacant/Abandoned Building,17-00412959,2017-01-23,Rear,,Boarded,REAR GATE,Vacant,False,True,918.0,N,DRAKE,AVE,60651.0,1152545.34452456,1905891.39942907,27.0,11.0,23.0,41.89762674794639,-87.71516534586122,"(41.89762674794639, -87.71516534586122)"
58114,Vacant/Abandoned Building,17-00595576,2017-02-01,,,,,,,,2914.0,E,87TH,ST,60617.0,1197103.49999567,1847847.94821149,10.0,4.0,46.0,41.7373555528691,-87.55344616037537,"(41.7373555528691, -87.55344616037536)"
58115,Vacant/Abandoned Building,17-00607084,2017-02-02,,,,,,,,255.0,W,111TH,ST,60628.0,1176549.68920959,1831328.97067932,34.0,5.0,49.0,41.692511652608964,-87.62924368552952,"(41.692511652608964, -87.62924368552952)"
58116,Vacant/Abandoned Building,17-00672970,2017-02-06,,,,,,,,3113.0,E,CHELTENHAM,PL,60649.0,1198118.95891564,1853758.62687878,7.0,4.0,46.0,41.75354957584633,-87.54952864050409,"(41.75354957584633, -87.5495286405041)"
58117,Vacant/Abandoned Building,17-00693128,2017-02-07,,,,,,,,8104.0,S,EXCHANGE,AVE,60617.0,1197236.64243131,1851785.39709561,7.0,4.0,46.0,41.7481569021944,-87.55282753433437,"(41.7481569021944, -87.55282753433438)"
58118,Vacant/Abandoned Building,17-00843303,2017-02-15,Front,,Open,FRONT AND BACK DOOR,Vacant,False,True,7939.0,S,ESCANABA,AVE,60617.0,1196886.49397156,1852883.62869465,7.0,4.0,46.0,41.75117923969919,-87.55407411881642,"(41.75117923969919, -87.55407411881642)"
58124,Vacant/Abandoned Building,17-00771237,2017-02-11,Front,,Open,VARIOUS,Vacant,False,False,11428.0,S,YALE,AVE,60628.0,1176653.47999487,1829157.983531,34.0,5.0,49.0,41.686551810935136,-87.62892868662261,"(41.686551810935136, -87.62892868662263)"
58132,Vacant/Abandoned Building,17-02081666,2017-04-10,Front,,Open,,Vacant,True,False,5949.0,S,UNION,AVE,60621.0,1172652.23489693,1865398.40308963,20.0,7.0,68.0,41.78608926766757,-87.64251161076147,"(41.78608926766757, -87.64251161076147)"
58133,Vacant/Abandoned Building,17-02090603,2017-04-10,Front,,Open,,Vacant,False,False,11321.0,S,YALE,AVE,60628.0,1176628.92987225,1829895.7932703998,34.0,5.0,49.0,41.688577022610104,-87.62899647654987,"(41.6885770226101, -87.62899647654987)"
58134,Vacant/Abandoned Building,17-01776173,2017-03-29,Front,,Open,FRONT BACK WINDOWS,Vacant,False,True,7131.0,S,LANGLEY,AVE,60619.0,1182016.9757906,1857883.39432554,6.0,3.0,69.0,41.76525575947363,-87.608408407817,"(41.76525575947363, -87.608408407817)"
58135,Vacant/Abandoned Building,17-01804259,2017-03-30,Front,,Open,FRONT,Vacant,False,True,335.0,W,114TH,ST,60628.0,1175977.56126794,1829328.71542063,34.0,5.0,49.0,41.687035464948366,-87.63139800771637,"(41.68703546494837, -87.63139800771638)"
58136,Vacant/Abandoned Building,17-01576902,2017-03-22,Front,,Open,FRONT WINDOWS\BACK BASEMENT,Vacant,False,True,250.0,W,108TH,PL,60628.0,1176871.44939826,1832997.46029058,34.0,5.0,49.0,41.69708300886954,-87.62801565159904,"(41.69708300886954, -87.62801565159904)"
58137,Vacant/Abandoned Building,17-01413399,2017-03-15,,,,,,,,311.0,W,106TH,ST,60628.0,1176042.74057082,1834637.4714203,34.0,5.0,49.0,41.70160202122083,-87.63100092923149,"(41.70160202122083, -87.63100092923148)"
58138,Vacant/Abandoned Building,17-01450556,2017-03-17,Front,,Open,FRONT AND REAR DORS..,Vacant,False,True,2871.0,E,77TH,ST,60649.0,1196768.03113034,1854826.39929177,7.0,4.0,43.0,41.756513286051934,-87.55444376456445,"(41.75651328605194, -87.55444376456445)"
58139,Vacant/Abandoned Building,17-01552512,2017-03-21,Front,,Open,ALL OVER,Vacant,False,True,1344.0,W,107TH,PL,60643.0,1169219.17008959,1833662.56629426,34.0,22.0,75.0,41.69907671245423,-87.65601475738278,"(41.69907671245423, -87.65601475738276)"
58140,Vacant/Abandoned Building,17-01552528,2017-03-21,Front,,Open,ALL OVER,Vacant,False,True,1346.0,W,107TH,PL,60643.0,1169208.37008959,1833655.46629426,34.0,22.0,75.0,41.69905746197895,-87.65605450650587,"(41.699057461978946, -87.65605450650587)"
58141,Vacant/Abandoned Building,17-01552552,2017-03-21,Front,,Open,ALL OVER,Vacant,False,True,1352.0,W,107TH,PL,60643.0,1169175.74553113,1833634.22982085,34.0,22.0,75.0,41.69899988964129,-87.65617457413475,"(41.698999889641286, -87.65617457413475)"
58142,Vacant/Abandoned Building,17-01552559,2017-03-21,Front,,Open,ALL OVER,Vacant,False,True,1358.0,W,107TH,PL,60643.0,1169143.24553113,1833613.02982085,34.0,22.0,75.0,41.69894241457797,-87.6562941844251,"(41.698942414577964, -87.6562941844251)"
58143,Vacant/Abandoned Building,17-01057276,2017-02-24,Front,,Boarded,,Vacant,False,False,7919.0,S,ESSEX,AVE,60617.0,1194231.51139211,1852948.02011668,7.0,4.0,46.0,41.75142150887049,-87.56380100004404,"(41.75142150887049, -87.56380100004405)"
58144,Vacant/Abandoned Building,17-01058412,2017-02-24,,,,,,,,7845.0,S,KINGSTON,AVE,60649.0,1194550.45023308,1853441.90989488,7.0,4.0,43.0,41.752768947333,-87.56261605425827,"(41.752768947333, -87.56261605425827)"
58145,Vacant/Abandoned Building,17-01169827,2017-03-02,Front,,Open,,Vacant,False,False,10632.0,S,MAY,ST,60643.0,1170652.17612746,1834296.75258002,34.0,22.0,73.0,41.700785974264775,-87.65074934122035,"(41.700785974264775, -87.65074934122035)"
58146,Vacant/Abandoned Building,17-01169848,2017-03-02,Front,,Open,,Vacant,False,False,10637.0,S,MAY,ST,60643.0,1170653.17612746,1834263.35258002,34.0,22.0,73.0,41.70069429768315,-87.65074664887742,"(41.70069429768315, -87.6507466488774)"
58147,Vacant/Abandoned Building,17-01252777,2017-03-06,Front,,Open,FRONT DOOR,Vacant,False,True,7629.0,S,KINGSTON,AVE,60649.0,1194517.47640033,1854869.73256922,7.0,4.0,43.0,41.75668781348468,-87.56269001851341,"(41.756687813484675, -87.56269001851341)"
58148,Vacant/Abandoned Building,17-00588357,2017-02-01,Front,,Open,FRONT,Vacant,False,False,2747.0,W,LAKE,ST,60612.0,1157964.99999788,1901069.65190182,27.0,12.0,27.0,41.8842865560906,-87.69539117429431,"(41.8842865560906, -87.69539117429433)"
58149,Vacant/Abandoned Building,17-00758876,2017-02-11,Front,,Boarded,,Vacant,False,False,1219.0,W,107TH,PL,60643.0,1170072.32622899,1833488.63382526,34.0,22.0,75.0,41.698580960025055,-87.65289592042394,"(41.698580960025055, -87.65289592042396)"
58151,Vacant/Abandoned Building,17-00438170,2017-01-24,Front,,Open,VARIOUS AGAIN,Vacant,False,False,317.0,W,107TH,ST,60628.0,1176012.85840823,1833972.28691117,34.0,5.0,49.0,41.6997773269477,-87.63113020700462,"(41.699777326947704, -87.63113020700462)"
58165,Vacant/Abandoned Building,17-02139066,2017-04-12,Front,,Open,,Vacant,True,False,5945.0,S,UNION,AVE,60621.0,1172651.43489693,1865427.50308963,20.0,7.0,68.0,41.786169138936174,-87.64251368669292,"(41.78616913893617, -87.64251368669292)"
58166,Vacant/Abandoned Building,17-01550524,2017-03-21,Front,,Open,FRONT,Vacant,False,False,10559.0,S,LA SALLE,ST,60628.0,1177145.14669023,1834909.75918671,34.0,5.0,49.0,41.70232447629015,-87.62695610743114,"(41.70232447629016, -87.62695610743114)"
58167,Vacant/Abandoned Building,17-01659108,2017-03-25,Front,,Open,FRONT DOOR IS OPEN,Vacant,False,False,11558.0,S,LOOMIS,ST,60643.0,1169073.1515206,1828101.82063177,34.0,5.0,53.0,41.68382026176258,-87.65670934544106,"(41.683820261762584, -87.65670934544104)"
58168,Vacant/Abandoned Building,17-01367226,2017-03-12,Front,,Boarded,"WINDOWS OPEN, GAPING HOLE IN ROOF",Vacant,False,True,1428.0,W,112TH,PL,60643.0,1168721.23209849,1830105.50527772,34.0,22.0,75.0,41.689326285549996,-87.65794010562485,"(41.689326285549996, -87.65794010562485)"
58169,Vacant/Abandoned Building,17-01530179,2017-03-20,,,,,,,,4043.0,W,CARROLL,AVE,60624.0,1149376.0560222,1901929.31992998,28.0,11.0,26.0,41.88681645484486,-87.72690871883971,"(41.88681645484486, -87.72690871883971)"
58170,Vacant/Abandoned Building,17-01091394,2017-02-26,Front,,Open,VARIOUS,Vacant,False,False,942.0,W,116TH,PL,60643.0,1172030.97999798,1827593.18998665,34.0,5.0,53.0,41.682360239204904,-87.64589655382939,"(41.68236023920491, -87.64589655382937)"
58171,Vacant/Abandoned Building,17-00724635,2017-02-09,,,,,,,,226.0,W,105TH,ST,60628.0,1176619.21293404,1835315.6539218999,34.0,5.0,49.0,41.70345013097522,-87.62886976565115,"(41.70345013097522, -87.62886976565115)"
58172,Vacant/Abandoned Building,17-00758881,2017-02-11,Front,,Boarded,,Vacant,False,False,1221.0,W,107TH,PL,60643.0,1170059.72622899,1833488.33382526,34.0,22.0,75.0,41.69858040993363,-87.65294206418864,"(41.69858040993363, -87.65294206418864)"
58173,Vacant/Abandoned Building,17-00825885,2017-02-14,Garage,,Open,,Occupied,False,True,11544.0,S,ADA,ST,60643.0,1169402.76611305,1828204.40037066,34.0,5.0,53.0,41.684094647509845,-87.65549977738594,"(41.68409464750984, -87.65549977738593)"
58174,Vacant/Abandoned Building,17-00826101,2017-02-14,Garage,,Boarded,,Vacant,False,False,11543.0,S,LOOMIS,ST,60643.0,1169070.14587229,1828202.23552586,34.0,5.0,53.0,41.68409588188942,-87.6567174612357,"(41.68409588188942, -87.65671746123569)"
58175,Vacant/Abandoned Building,17-00827535,2017-02-14,Front,,Open,,Vacant,False,False,1506.0,W,115TH,ST,60643.0,1168154.47990785,1828466.95307125,34.0,22.0,75.0,41.684841997311175,-87.66006186489314,"(41.684841997311175, -87.66006186489312)"
58176,Vacant/Abandoned Building,17-00891107,2017-02-17,Front,,Open,ALL AROUND,Vacant,False,True,1410.0,W,113TH,PL,60643.0,1168927.73417564,1829451.15298577,34.0,22.0,75.0,41.687526188661984,-87.65720290523403,"(41.687526188661984, -87.65720290523403)"
58177,Vacant/Abandoned Building,17-00908542,2017-02-18,Front,,Open,"FRONT, REAR AND SIDE",Vacant,False,True,1417.0,E,71ST,ST,60619.0,1186979.24360147,1858212.77917548,8.0,3.0,43.0,41.76604341885314,-87.59020998847244,"(41.76604341885313, -87.59020998847244)"
58178,Vacant/Abandoned Building,17-01030843,2017-02-23,Front,,Open,ALL AROUND,Vacant,False,False,1318.0,W,110TH,PL,60643.0,1169509.99367371,1831491.89607543,34.0,22.0,75.0,41.69311376214841,-87.65501248741518,"(41.69311376214841, -87.65501248741519)"
58191,Vacant/Abandoned Building,17-02141879,2017-04-12,Front,,Open,,Vacant,True,False,6634.0,S,RICHMOND,ST,60629.0,1157856.08362481,1860501.77940991,17.0,8.0,66.0,41.77296564386937,-87.69689474039221,"(41.77296564386937, -87.6968947403922)"
58192,Vacant/Abandoned Building,17-01776968,2017-03-29,Front,,Boarded,,Vacant,False,False,8340.0,S,INGLESIDE,AVE,,1184009.26057237,1849889.41956745,8.0,6.0,44.0,41.74327317217541,-87.6013554454147,"(41.743273172175414, -87.6013554454147)"
58193,Vacant/Abandoned Building,17-01742030,2017-03-28,Rear,,Open,IN THE FRONT AND BACK,Vacant,False,False,1752.0,E,72ND,ST,60649.0,1189215.76426766,1857587.17349407,7.0,3.0,43.0,41.76427338821785,-87.5820325132755,"(41.764273388217845, -87.58203251327548)"
58194,Vacant/Abandoned Building,17-01059939,2017-02-24,Front,,Open,FRONT AND REAR,Vacant,True,False,9949.0,S,YATES,AVE,60617.0,1194134.1269269,1839474.09709144,7.0,4.0,51.0,41.7144502582508,-87.56459885558546,"(41.7144502582508, -87.56459885558546)"
58195,Vacant/Abandoned Building,17-00572647,2017-01-31,Front,,Open,FRONT AND BACK,Vacant,False,False,11806.0,S,LOWE,AVE,60628.0,1174089.10699074,1826603.12102192,34.0,5.0,53.0,41.67959802107925,-87.63839183674506,"(41.67959802107925, -87.63839183674504)"
58196,Vacant/Abandoned Building,17-00588388,2017-02-01,Front,,Open,FRONT,Vacant,False,False,9737.0,S,VAN VLISSINGEN,RD,60617.0,1190832.49863135,1840792.95900406,7.0,4.0,51.0,41.71814960857088,-87.57664812695205,"(41.718149608570876, -87.57664812695207)"
58197,Vacant/Abandoned Building,17-00866582,2017-02-16,Front,,Open,,Vacant,False,True,9514.0,S,INDIANA,AVE,60628.0,1179262.85008843,1841933.83846996,9.0,5.0,49.0,41.72155155594936,-87.6189883274703,"(41.72155155594936, -87.61898832747029)"
58204,Vacant/Abandoned Building,17-02142575,2017-04-12,Front,,Open,,Vacant,False,False,1817.0,S,ST LOUIS,AVE,60623.0,1153325.42859455,1890975.17771084,24.0,10.0,29.0,41.856679597672404,-87.71269633431118,"(41.8566795976724, -87.71269633431118)"
58205,Vacant/Abandoned Building,17-02145082,2017-04-12,Front,,Open,,Vacant,False,False,328.0,N,PULASKI,RD,60624.0,1149672.2560222,1901717.71992998,28.0,11.0,26.0,41.88623005242163,-87.72582648592005,"(41.88623005242163, -87.72582648592005)"
58206,Vacant/Abandoned Building,17-01994238,2017-04-06,Rear,,Boarded,,Vacant,False,True,326.0,N,PULASKI,RD,60624.0,1149672.8560222,1901697.81992998,28.0,11.0,26.0,41.88617543300983,-87.72582479991209,"(41.88617543300983, -87.72582479991209)"
58207,Vacant/Abandoned Building,17-01951221,2017-04-05,Front,,Boarded,,Vacant,False,False,6360.0,W,BELMONT,AVE,60634.0,1133428.26359729,1920595.07372449,36.0,16.0,17.0,41.938331936129615,-87.78503598502462,"(41.938331936129615, -87.78503598502462)"
58208,Vacant/Abandoned Building,17-01738550,2017-03-28,,,,,,,,542.0,W,120TH,ST,60628.0,1174749.20820941,1825318.20060237,34.0,5.0,53.0,41.676057359091,-87.63601364967157,"(41.676057359091, -87.63601364967158)"
58209,Vacant/Abandoned Building,17-01815831,2017-03-30,Front,,Boarded,,Vacant,False,False,9713.0,S,JEFFERY,AVE,60617.0,1191208.99220855,1840957.13012119,7.0,4.0,51.0,41.718591022350566,-87.57526390095212,"(41.718591022350566, -87.57526390095212)"
58210,Vacant/Abandoned Building,17-01859907,2017-04-01,Front,,Open,REAR DOOR,Vacant,False,False,9141.0,S,URBAN,AVE,60619.0,1178211.24451797,1844292.81018182,9.0,6.0,49.0,41.72804875898266,-87.62276882062082,"(41.72804875898266, -87.62276882062083)"
58211,Vacant/Abandoned Building,17-01596272,2017-03-23,Rear,,Boarded,NONE,Vacant,False,False,8738.0,S,WABASH,AVE,60619.0,1178238.12038827,1847072.70017397,9.0,6.0,44.0,41.735676516696714,-87.62258628039501,"(41.73567651669671, -87.62258628039501)"
